creator,tiktok_video_id,date_posted,product,gross_revenue,sku_orders,cost,roi,video_title
ไม่ระบุ,7440038520250502417,2024-11-22,โซนพัฒนาตัวเอง เติมพลังชีวิต (หนังสือถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า + ปีศาจตัวนั้นคือฉันเอง + เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก),0.0,0,0.0,0.0,Payday มาแล้ว‼️ จ่าย 1 ได้ถึง 3 เพียง 999.- (📌ราคาเดียวเท่านั้น) คุ้มสุด ๆ *สนใจกดตะกร้าได้เลยน้าาา* ##TikTokShopช้อปกันวันเงินออก#ช้อปกันวันเงินออก #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #รักตัวเอง #ลดแรง #สิ้นปี #ถูกและดีมีอยู่จริง 
ไม่ระบุ,7440038513321544976,2024-11-22,หนังสือ ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ,0.0,0,0.0,0.0,Payday มาแล้ว‼️ จ่าย 1 ได้ถึง 3 เพียง 999.- (📌ราคาเดียวเท่านั้น) คุ้มสุด ๆ *สนใจกดตะกร้าได้เลยน้าาา* ##TikTokShopช้อปกันวันเงินออก#ช้อปกันวันเงินออก #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #รักตัวเอง #ลดแรง #สิ้นปี #ถูกและดีมีอยู่จริง 
ไม่ระบุ,7440038513321544976,2024-11-22,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,Payday มาแล้ว‼️ จ่าย 1 ได้ถึง 3 เพียง 999.- (📌ราคาเดียวเท่านั้น) คุ้มสุด ๆ *สนใจกดตะกร้าได้เลยน้าาา* ##TikTokShopช้อปกันวันเงินออก#ช้อปกันวันเงินออก #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #รักตัวเอง #ลดแรง #สิ้นปี #ถูกและดีมีอยู่จริง 
ไม่ระบุ,7440038513321544976,2024-11-22,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,Payday มาแล้ว‼️ จ่าย 1 ได้ถึง 3 เพียง 999.- (📌ราคาเดียวเท่านั้น) คุ้มสุด ๆ *สนใจกดตะกร้าได้เลยน้าาา* ##TikTokShopช้อปกันวันเงินออก#ช้อปกันวันเงินออก #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #รักตัวเอง #ลดแรง #สิ้นปี #ถูกและดีมีอยู่จริง 
ไม่ระบุ,7440038513321544976,2024-11-22,[พร้อมส่ง] หนังสือ ปีศาจความรัก มักเลือกฉันเป็นเหยื่อ [How to Fight the Love Demon in My Heart],0.0,0,0.0,0.0,Payday มาแล้ว‼️ จ่าย 1 ได้ถึง 3 เพียง 999.- (📌ราคาเดียวเท่านั้น) คุ้มสุด ๆ *สนใจกดตะกร้าได้เลยน้าาา* ##TikTokShopช้อปกันวันเงินออก#ช้อปกันวันเงินออก #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #รักตัวเอง #ลดแรง #สิ้นปี #ถูกและดีมีอยู่จริง 
ไม่ระบุ,7440038513321544976,2024-11-22,[พร้อมส่ง] หนังสือถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า (Think Like a Happybara),0.0,0,0.0,0.0,Payday มาแล้ว‼️ จ่าย 1 ได้ถึง 3 เพียง 999.- (📌ราคาเดียวเท่านั้น) คุ้มสุด ๆ *สนใจกดตะกร้าได้เลยน้าาา* ##TikTokShopช้อปกันวันเงินออก#ช้อปกันวันเงินออก #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #รักตัวเอง #ลดแรง #สิ้นปี #ถูกและดีมีอยู่จริง 
ไม่ระบุ,7440038513321544976,2024-11-22,[พร้อมส่ง] หนังสือปีศาจตัวนั้น คือฉันเอง A Guide to Fighting the Demons in My Heart,0.0,0,0.0,0.0,Payday มาแล้ว‼️ จ่าย 1 ได้ถึง 3 เพียง 999.- (📌ราคาเดียวเท่านั้น) คุ้มสุด ๆ *สนใจกดตะกร้าได้เลยน้าาา* ##TikTokShopช้อปกันวันเงินออก#ช้อปกันวันเงินออก #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #รักตัวเอง #ลดแรง #สิ้นปี #ถูกและดีมีอยู่จริง 
ไม่ระบุ,7439686469075143944,2024-11-21,แพ็กคู่หนังสือขายดี (หนังสือ โอบกอดความไม่สมบูรณ์แบบของเธอ + วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน),0.0,0,0.0,0.0,…อาจเป็นเพราะ (คงแตกสลาย) ไปมากกว่านี้ไม่ไหวแล้วจริง ๆ #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #เธรดเศร้า #โอบกอดความไม่สมบูรณ์แบบของเธอ #ฮีลใจ #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน #รักตัวเอง #หนังสือเล่มใหม่ #booktok #mayi 
ไม่ระบุ,7439657911862709525,2024-11-21,หนังสือ ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ,0.0,0,0.0,0.0,เปิดตัวแล้ว ‼️ หนังสือฮีลใจเล่มใหม่จะมีเล่มไหนบ้างน้าาา 💖 📌สนใจหนังสือกดตะกร้าได้เลยนะคะ☺️ #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #โอบกอดความไม่สมบูรณ์แบบของเธอ #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ #ปูปรุง #imminimus #mayi #รักตัวเอง #หนังสือเล่มใหม่ 
ไม่ระบุ,7439657911862709525,2024-11-21,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,เปิดตัวแล้ว ‼️ หนังสือฮีลใจเล่มใหม่จะมีเล่มไหนบ้างน้าาา 💖 📌สนใจหนังสือกดตะกร้าได้เลยนะคะ☺️ #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #โอบกอดความไม่สมบูรณ์แบบของเธอ #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ #ปูปรุง #imminimus #mayi #รักตัวเอง #หนังสือเล่มใหม่ 
ไม่ระบุ,7439657911862709525,2024-11-21,BOXSET เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก (Helmet Girl),0.0,0,0.0,0.0,เปิดตัวแล้ว ‼️ หนังสือฮีลใจเล่มใหม่จะมีเล่มไหนบ้างน้าาา 💖 📌สนใจหนังสือกดตะกร้าได้เลยนะคะ☺️ #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #โอบกอดความไม่สมบูรณ์แบบของเธอ #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ #ปูปรุง #imminimus #mayi #รักตัวเอง #หนังสือเล่มใหม่ 
ไม่ระบุ,7437839166869687568,2024-11-16,สูตรเติมพลังใจ โอบกอดชีวิตที่แตกสลาย (ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ + โอบกอดความไม่สมบูรณ์แบบของเธอ),0.0,0,0.0,0.0,2 เล่มใหม่ฮีลใจเรียกน้ำตา เพียงซื้อคู่กันลดหนักมาก‼️ (ซื้อผ่านคลิปนี้เท่านั้น) #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #booktok #ฮีลใจ #หนังสือเล่มใหม่ #ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ #โอบกอดความไม่สมบูรณ์แบบของเธอ #imminimus #ปูปรุง 
ไม่ระบุ,7437435253133708564,2024-11-15,[พร้อมส่ง] หนังสือปีศาจตัวนั้น คือฉันเอง A Guide to Fighting the Demons in My Heart,0.0,0,0.0,0.0,เมื่อไหร่ที่เรารู้สึกผิดหวังกับชีวิต เราจะหยิบเล่มนี้ขึ้นมาอ่าน… #ปีศาจตัวนั้นคือตัวฉันเอง #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #booktok #รักตัวเอง #ฮีลใจ #ผิดหวัง #แนะนําหนังสือ #เธรดเศร้า 
ไม่ระบุ,7437071396217408788,2024-11-14,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,เคยไหม? กลัวความผิดพลาด จนไม่กล้าลงมือทำอะไรเลย… #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #หนังสือเล่มใหม่ #booktok #รักตัวเอง #loveyourself #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว #ฮีลใจ 
ไม่ระบุ,7436695089579134228,2024-11-13,หนังสือ ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ,0.0,0,0.0,0.0,5 เหตุผล✨ …ทำไมต้องซื้อเล่มนี้ 💖 #ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ #ปูปรุง #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #หนังสือเล่มใหม่ #booktok #รักตัวเอง #loveyourself #ฮีลใจ 
ไม่ระบุ,7436320164083256583,2024-11-12,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,การแยกย้ายไปเติบโต  = จะไม่ได้เจอกันอีก  (แด่ผู้คนที่หล่นหาย) #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #หนังสือเล่มใหม่ #โอบกอดความไม่สมบูรณ์แบบของเธอ #เธรดเศร้า #รักตัวเอง #booktok #imminimus 
ไม่ระบุ,7435951058582654224,2024-11-11,BOXSET เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก (Helmet Girl),0.0,0,0.0,0.0,เคยไหม?  การที่เป็นตัวเองทำให้เรารู้สึก“ไม่มั่นใจ” #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #helmetgirl #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #boxset #เธรดเศร้า #รักตัวเอง #loveyourself #booktok 
ไม่ระบุ,7435951058582654224,2024-11-11,หนังสือ เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก (Helmet Girl),0.0,0,0.0,0.0,เคยไหม?  การที่เป็นตัวเองทำให้เรารู้สึก“ไม่มั่นใจ” #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #helmetgirl #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #boxset #เธรดเศร้า #รักตัวเอง #loveyourself #booktok 
ไม่ระบุ,7435220038929370384,2024-11-09,สูตรเติมพลังใจ โอบกอดชีวิตที่แตกสลาย (ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ + โอบกอดความไม่สมบูรณ์แบบของเธอ),0.0,0,0.0,0.0,2 หนังสือเล่มใหม่ล่าสุด ที่ถูกเขียนด้วยน้ำตา🫂 #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #หนังสือเล่มใหม่ #imminimus #โอบกอดความไม่สมบูรณ์แบบของเธอ #ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ #ปูปรุง #ฮีลใจ 
ไม่ระบุ,7435220038929370384,2024-11-09,หนังสือ ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ,0.0,0,19.33,0.0,2 หนังสือเล่มใหม่ล่าสุด ที่ถูกเขียนด้วยน้ำตา🫂 #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #หนังสือเล่มใหม่ #imminimus #โอบกอดความไม่สมบูรณ์แบบของเธอ #ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ #ปูปรุง #ฮีลใจ 
ไม่ระบุ,7434842038375320849,2024-11-08,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,ขอบคุณประโยคหลังปกจากหนังสือ “โอบกอดความสมบูรณ์แบบของเธอ” 🫂 #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #หนังสือเล่มใหม่ ##imminimus #โอบกอดความไม่สมบูรณ์แบบของเธอ #ฮีลใจ #เธรดเศร้า #เธรด 
ไม่ระบุ,7434366895127530768,2024-11-07,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,"📢11.11 นี้จัดโปรรับหน้าหนาว🥶 ✨จับคู่ Box Set ฮีลใจ ราคาเดียว แค่ 1,111.- เท่านั้น‼️ #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า#เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน#TikTokShop1111TH##TikTokShop1111ลดอลังแห่งปี#ลดอลังแห่งปี"
ไม่ระบุ,7434366895127530768,2024-11-07,BOXSET เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก (Helmet Girl),0.0,0,0.0,0.0,"📢11.11 นี้จัดโปรรับหน้าหนาว🥶 ✨จับคู่ Box Set ฮีลใจ ราคาเดียว แค่ 1,111.- เท่านั้น‼️ #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า#เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน#TikTokShop1111TH##TikTokShop1111ลดอลังแห่งปี#ลดอลังแห่งปี"
ไม่ระบุ,7434366895127530768,2024-11-07,[พร้อมส่ง] Box set หนังสือถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า (Think Like a Happybara),0.0,0,0.0,0.0,"📢11.11 นี้จัดโปรรับหน้าหนาว🥶 ✨จับคู่ Box Set ฮีลใจ ราคาเดียว แค่ 1,111.- เท่านั้น‼️ #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า#เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน#TikTokShop1111TH##TikTokShop1111ลดอลังแห่งปี#ลดอลังแห่งปี"
ไม่ระบุ,7434366895127530768,2024-11-07,Boxset หนังสือวันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน (The Enchanted Garden) ฟรีของแถมใน Boxset ทุกเซ็ต,0.0,0,0.0,0.0,"📢11.11 นี้จัดโปรรับหน้าหนาว🥶 ✨จับคู่ Box Set ฮีลใจ ราคาเดียว แค่ 1,111.- เท่านั้น‼️ #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า#เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน#TikTokShop1111TH##TikTokShop1111ลดอลังแห่งปี#ลดอลังแห่งปี"
ไม่ระบุ,7434366895127530768,2024-11-07,[พร้อมส่ง] หนังสือปีศาจตัวนั้น คือฉันเอง A Guide to Fighting the Demons in My Heart,0.0,0,0.0,0.0,"📢11.11 นี้จัดโปรรับหน้าหนาว🥶 ✨จับคู่ Box Set ฮีลใจ ราคาเดียว แค่ 1,111.- เท่านั้น‼️ #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า#เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน#TikTokShop1111TH##TikTokShop1111ลดอลังแห่งปี#ลดอลังแห่งปี"
ไม่ระบุ,7433710831763836176,2024-11-05,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,✨Unboxหนังสือฮีลใจที่จะทำให้คุณทบทวนและรักตัวเองมากขึ้น! #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #หนังสือเล่มใหม่ #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว #ผี #ฮีลใจ #รักตัวเอง 
ไม่ระบุ,7433630277336878337,2024-11-05,หนังสือ ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ,0.0,0,0.0,0.0,หนังสือที่ทำให้เราผ่านเรื่องราวต่าง ๆในช่วงชีวิตไปด้วยกัน🫂 #ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ ##opendurianhowto#หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #หนังสือเล่มใหม่ #เธรดเศร้า #ปูปรุง 
ไม่ระบุ,7432668415678041360,2024-11-02,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,เรื่องสั้นสยองขวัญที่หลอนจนวางไม่ลง! #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #รีวิวหนังสือ #รักตัวเอง #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว #เรื่องผี 
ไม่ระบุ,7432637699367980305,2024-11-02,หนังสือ ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ,0.0,0,0.0,0.0,ขอให้คุณได้ใช้ชีวิตอย่างเต็มที่🤍 #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ 
ไม่ระบุ,7431914551580445953,2024-10-31,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,👻หนังสือที่ควรอ่านช่วงฮาโลวีน🎃  #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว #ฮาโลวีน #halloween 
ไม่ระบุ,7431527602558471425,2024-10-30,หนังสือวันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน (The Enchanted Garden),0.0,0,0.0,0.0,เราชอบประโยคที่อนงค์พูดว่า... #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน #หนึ่งในร้อย 
ไม่ระบุ,7431129346955316496,2024-10-29,[พร้อมส่ง] หนังสือ ปีศาจความรัก มักเลือกฉันเป็นเหยื่อ [How to Fight the Love Demon in My Heart],0.0,0,0.0,0.0,✨อาจเป็นเพราะ “ความรัก” เป็นสิ่งที่หอมหวานและใช้คำล่อลวงใจของมนุษย์ให้ลุ่มหลงได้มากที่สุด💔 #opendurianhowto #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #ปีศาจความรักมักเลือกฉันเป็นเหยื่อ #เธรดเศร้า #รักตัวเอง #อกหัก 
ไม่ระบุ,7430051447460465937,2024-10-26,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,5 คำเตือนสุดท้ายของชีวิต... #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว 
ไม่ระบุ,7429698889013300497,2024-10-25,[พร้อมส่ง] Box set หนังสือถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า (Think Like a Happybara),0.0,0,0.0,0.0,ข่าวด่วน!! ซื้อวันนี้แถมฟรี “ฮีลใจไดอารี่” ไปเลยย✨ #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า #หนังสือฮีลใจ 
ไม่ระบุ,7429657647609089297,2024-10-25,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,หนังสือเรื่องสั้นสยองขวัญที่ให้ข้อคิด ฮีลใจได้แบบมิติใหม่✨ 📌กับฟีเจอร์ที่ไม่เคยที่ไหนมาก่อน อยากสัมผัสการอ่านเรื่องสยองแบบใหม่👻 ✅กดสั่งซื้อเลยยย #opendurianbooks #opendurianhowto #หนังสือฮีลใจ #สถานีฮีลใจ #ฮีลใจ #พัฒนาตัวเอง #booktok #bkkbooktok #เรื่องผี #รักตัวเอง #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว 
ไม่ระบุ,7429326517680884993,2024-10-24,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,📌ครั้งแรก!! เปิดตัวนักเขียนหนังสือตัวดัง✨ “ปีศาจตัวนั้นคือฉันเอง” #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #ปีศาจตัวนั้นคือตัวฉันเอง #ปีศาจความรักมักเลือกฉันเป็นเหยื่อ #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #หนังสือฮีลใจ #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน 
ไม่ระบุ,7429326517680884993,2024-10-24,หนังสือ เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก (Helmet Girl),0.0,0,0.0,0.0,📌ครั้งแรก!! เปิดตัวนักเขียนหนังสือตัวดัง✨ “ปีศาจตัวนั้นคือฉันเอง” #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #ปีศาจตัวนั้นคือตัวฉันเอง #ปีศาจความรักมักเลือกฉันเป็นเหยื่อ #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #หนังสือฮีลใจ #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน 
ไม่ระบุ,7429326517680884993,2024-10-24,[พร้อมส่ง] หนังสือ ปีศาจความรัก มักเลือกฉันเป็นเหยื่อ [How to Fight the Love Demon in My Heart],0.0,0,0.0,0.0,📌ครั้งแรก!! เปิดตัวนักเขียนหนังสือตัวดัง✨ “ปีศาจตัวนั้นคือฉันเอง” #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #ปีศาจตัวนั้นคือตัวฉันเอง #ปีศาจความรักมักเลือกฉันเป็นเหยื่อ #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #หนังสือฮีลใจ #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน 
ไม่ระบุ,7429326517680884993,2024-10-24,[พร้อมส่ง] หนังสือถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า (Think Like a Happybara),0.0,0,0.0,0.0,📌ครั้งแรก!! เปิดตัวนักเขียนหนังสือตัวดัง✨ “ปีศาจตัวนั้นคือฉันเอง” #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #ปีศาจตัวนั้นคือตัวฉันเอง #ปีศาจความรักมักเลือกฉันเป็นเหยื่อ #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #หนังสือฮีลใจ #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน 
ไม่ระบุ,7429326517680884993,2024-10-24,หนังสือวันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน (The Enchanted Garden),0.0,0,0.0,0.0,📌ครั้งแรก!! เปิดตัวนักเขียนหนังสือตัวดัง✨ “ปีศาจตัวนั้นคือฉันเอง” #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #ปีศาจตัวนั้นคือตัวฉันเอง #ปีศาจความรักมักเลือกฉันเป็นเหยื่อ #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #หนังสือฮีลใจ #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน 
ไม่ระบุ,7429326517680884993,2024-10-24,[พร้อมส่ง] หนังสือปีศาจตัวนั้น คือฉันเอง A Guide to Fighting the Demons in My Heart,0.0,0,0.0,0.0,📌ครั้งแรก!! เปิดตัวนักเขียนหนังสือตัวดัง✨ “ปีศาจตัวนั้นคือฉันเอง” #opendurianbooks #opendurianhowto #ฮีลใจ #bkkbooktok #booktok #เทรนด์วันนี้ #สถานีฮีลใจ #รีวิวหนังสือ #รักตัวเอง #ปีศาจตัวนั้นคือตัวฉันเอง #ปีศาจความรักมักเลือกฉันเป็นเหยื่อ #ถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า #เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก #หนังสือฮีลใจ #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน 
ไม่ระบุ,7429282756426747137,2024-10-24,แพ็กกำจัดสารพัดผีร้าย หนังสือปีศาจตัวนั้น + ปีศาจความรัก + กว่าจะคิดได้ ก็ไม่มีลมหายใจแล้ว,0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ  #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง  #payday  #ฮาโลวีน  #halloween  #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก
